PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMBD
5214	gabapentin	Xenobiotics	Drug - Neurological	38686	LC/MS Neg	100002806	2407.4	170.1187	3446	60142-96-3	D00332	HMDB05015
1241	galactonate	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	27719	LC/MS Polar	100001026	3085	195.051	128869	299-28-5	C00880	HMDB00565
4036	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263.1289	133098	178167-75-4		HMDB01931
4037	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243	2500	439.161				
581	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos Early	100001502	2380	233.1132		16869-42-4		
563	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos Early	100001843	1986	219.0976	440103	5875-41-2		HMDB29142
571	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	55015	LC/MS Pos Early	100010901	2784	276.1554	65254			
580	gamma-glutamylcitrulline*	Peptide	Gamma-glutamyl Amino Acid	62104	LC/MS Pos Early	100020241	1644	305.1456				
572	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos Early	100001262	2725	276.1554	7015685	17105-15-6		HMDB03869
565	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos Early	331	1775	277.103	92865	1116-22-9	C05282	HMDB11737
566	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140	1430	276.119	150914	10148-81-9	C05283	HMDB11738
567	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	33949	LC/MS Pos Early	100001294	1535	205.0819	165527	1948-29-4		HMDB11667
568	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	18245	LC/MS Pos Early	1235	2740	285.1194	7017195	37460-15-4		
569	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485	2940	261.1445	14253342			HMDB11170
570	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos Early	1268	2991	261.1445	151023	2566-39-4		HMDB11171
573	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos Early	100001313	2640	279.1009	7009567	17663-87-5		HMDB29155
574	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Neg	100000491	1825	293.1143	111299	7432-24-8		HMDB00594
575	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314	1750	249.1081	76078708	5652-48-2		HMDB29159
576	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Neg	100001295	1960	332.1252	3989307	66471-20-3		HMDB29160
577	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Neg	1102	1240	309.1092	94340	7432-23-7		HMDB11741
578	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126	2700	247.1289	7015683	2746-34-1		HMDB11172
4050	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998	2384	416.3643				
4466	genistein sulfate*	Xenobiotics	Food Component/Plant	62061	LC/MS Neg	100020207	3616	349.0024				
206	gentisate	Amino Acid	Tyrosine Metabolism	18280	LC/MS Neg	100000447	1459.8	153.0193	3469	490-79-9	C00628	HMDB00152
5659	GlcNAc sulfate conjugate of C21H34O2 steroid	Partially Characterized Molecules	Partially Characterized Molecules	63699	LC/MS Neg	100021726	4336.7	299.6386				
4398	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195.051	10690	527-07-1	C00257	HMDB00625
1095	glucose	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	48152	LC/MS Polar	572	2342	225.0616	5793	50-99-7	C00031	HMDB00122
1273	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257	3233.3	193.0354	444791	207300-70-7	C00191	HMDB00127
5596	glucuronide of C10H18O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	61881	LC/MS Neg	100019990	2728	345.1555				
5602	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	61887	LC/MS Neg	100020014	3790	345.1555				
4585	glucuronide of piperine metabolite C17H21NO3 (3)*	Xenobiotics	Food Component/Plant	62290	LC/MS Neg	100020491	3951	462.177				
4586	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	Food Component/Plant	62291	LC/MS Neg	100020492	3992	462.177				
4587	glucuronide of piperine metabolite C17H21NO3 (5)*	Xenobiotics	Food Component/Plant	62292	LC/MS Neg	100020493	4039	462.177				
42	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561	1500	148.0604	611	56-86-0	C00025	HMDB00148
51	"glutamate, gamma-methyl ester"	Amino Acid	Glutamate Metabolism	33487	LC/MS Pos Early	100001103	2170	162.0761	68662	1499-55-4;1499-55-4		HMDB61715
43	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563	1291	147.0764	5961	56-85-9	C00064	HMDB00641
5624	glutamine conjugate of C6H10O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	63657	LC/MS Neg	100020261	2404	241.1194				
5625	glutamine conjugate of C6H10O2 (2)*	Partially Characterized Molecules	Partially Characterized Molecules	63660	LC/MS Neg	100020262	2526	241.1194				
5626	glutamine conjugate of C7H12O2*	Partially Characterized Molecules	Partially Characterized Molecules	63658	LC/MS Neg	100020259	3053	255.135				
1506	glutarate (C5-DC)	Lipid	"Fatty Acid, Dicarboxylate"	396	LC/MS Polar	339	2900	131.035	743	110-94-1	C00489	HMDB00661
119	glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos Early	100001593	2393	276.1442	71464488	102636-82-8		HMDB13130
1115	glycerate	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	1572	LC/MS Polar	1052	2070.4	105.0193	752	600-19-1	C00258	HMDB00139
2572	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91.0401	753	56-81-5	C00116	HMDB00131
2573	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258	580	173.021	754	29849-82-9	C00093	HMDB00126
2009	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Pos Early	100001620	659	216.0632	123874	33049-08-0	C01233	HMDB00114
2005	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269	672	258.1101	71920	28319-77-9	C00670	HMDB00086
1	glycine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	58	LC/MS Pos Early	340	1375	76.0393	750	56-40-6	C00037	HMDB00123
5642	glycine conjugate of C10H12O2*	Partially Characterized Molecules	Partially Characterized Molecules	62145	LC/MS Neg	100020253	4005	220.0979				
5643	glycine conjugate of C10H14O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	62146	LC/MS Neg	100020254	4335	222.1136				
3158	glyco-beta-muricholate	Lipid	Primary Bile Acid Metabolism	62066	LC/MS Neg	100020214	4762	464.3018				
3150	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.3068	12544	16564-43-5	C05466	HMDB00637
3163	glycochenodeoxycholate 3-sulfate	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641	4820	263.6282				
3161	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52983	LC/MS Neg	100009264	4806	311.6658				
3143	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464.3018	10140	475-31-0;863-57-0	C01921	HMDB00138
3164	glycocholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52977	LC/MS Neg	100009259	4533	640.3339				
3218	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	57741	LC/MS Neg	100001989	4750	510.2531				
3174	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436	5281	448.3068	3035026	360-65-6	C05464	HMDB00631
3223	glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642	4875	263.6282				
3209	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464.3018				
3184	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357.1	432.3119	115245	474-74-8	C15557	HMDB00698
3185	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255.6307	72222	15324-64-8	C11301	HMDB02639
2796	"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*"	Lipid	Hexosylceramides (HCER)	57595	LC/MS Pos Late	100015882	3414	756.6348				
2800	"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*"	Lipid	Hexosylceramides (HCER)	57453	LC/MS Pos Late	100015745	3380	808.6661				
2782	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	Lipid	Hexosylceramides (HCER)	57444	LC/MS Pos Late	100015752	3839	826.6767				
2786	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Hexosylceramides (HCER)	57421	LC/MS Pos Late	100015625	3420	782.6505				
2775	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Hexosylceramides (HCER)	53013	LC/MS Pos Late	100009272	2623	700.5722				
2776	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Hexosylceramides (HCER)	52234	LC/MS Pos Late	100001882	3053	728.6035				
3198	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448.3068	12310288	64480-66-6		HMDB00708
3200	glycoursodeoxycholic acid sulfate (1)	Lipid	Secondary Bile Acid Metabolism	63731	LC/MS Neg	100020819	4309	263.6282				
4157	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208	2344	203.002	22473			HMDB60013
468	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Polar	344	2884	116.0466	763	352-97-6	C00581	HMDB00128
502	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	32446	LC/MS Polar	100001212	3550	174.052	97856	6133-30-8	C03139	HMDB03157
4025	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586	2750	195.051	152304	20246-53-1	C00257	HMDB03290
4074	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos Late	100001386	1124	616.1762	26945	14875-96-8	C00032	HMDB03178
1352	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	1644	LC/MS Neg	925	3670	129.0921	8094	111-14-8	C17714	HMDB00666
1521	heptenedioate (C7:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	61866	LC/MS Polar	100019981	2816	157.0506				
1416	hexadecadienoate (16:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57652	LC/MS Neg	100009394	5398	251.2017	13932172	28290-73-5		HMDB00477
1542	hexadecanedioate (C16)	Lipid	"Fatty Acid, Dicarboxylate"	35678	LC/MS Neg	100001614	4615	285.2071	10459	505-54-4	C19615	HMDB00672
1543	hexadecenedioate (C16:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	61862	LC/MS Neg	100019975	4380	283.1915				
1661	hexanoylcarnitine (C6)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	32328	LC/MS Pos Early	100000781	3358	260.1856	6426853	6920-35-0		HMDB00705
1623	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	54907	LC/MS Neg	100001733	2780	243.135				
1636	hexanoylglycine (C6)	Lipid	Fatty Acid Metabolism (Acyl Glycine)	35436	LC/MS Neg	100001527	2900	172.0979	99463	24003-67-6		HMDB00701
4120	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014	2106.9	178.051	464	495-69-2	C01586	HMDB00714
67	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355	755.9	154.0622	6274	5934-29-2	C00135	HMDB00177
4521	histidine betaine (hercynine)*	Xenobiotics	Food Component/Plant	62278	LC/MS Pos Early	100004059	2094	198.1237	3083620	534-30-5		
436	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22137	LC/MS Pos Early	100000961	2882	189.1346	9085	156-86-5	C01924	HMDB00670
437	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22138	LC/MS Polar	100000963	3006.8	188.1041	65072	1190-49-4	C02427	HMDB00679
4524	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos Early	100001550	1750	158.1176	441447	1195-94-4	C08283	HMDB33433
197	homovanillate (HVA)	Amino Acid	Tyrosine Metabolism	1101	LC/MS Neg	117	1649	181.0506	1738	306-08-1	C05582	HMDB00118
73	hydantoin-5-propionate	Amino Acid	Histidine Metabolism	40473	LC/MS Polar	100002514	2080	171.0411	782	5624-26-0	C05565	HMDB01212
5105	hydrochlorothiazide	Xenobiotics	Drug - Cardiovascular	39625	LC/MS Neg	100002734	2046	295.9572	3639	58-93-5	C07041	HMDB01928
5319	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	35322	LC/MS Neg	100001604	1395	188.9863	161220	123-31-9	C00530	HMDB02434
41	hydroxyasparagine	Amino Acid	Alanine and Aspartate Metabolism	62060	LC/MS Pos Early	100020205	1149	149.0557	97663		C03124	HMDB32332
5242	hydroxybupropion	Xenobiotics	Drug - Psychoactive	32882	LC/MS Pos Late	100001309	750	256.1099	446			HMDB12235
1553	hydroxy-CMPF*	Lipid	"Fatty Acid, Dicarboxylate"	62277	LC/MS Neg	100019794	1516	255.0874				
110	"hydroxy-N6,N6,N6-trimethyllysine*"	Amino Acid	Lysine Metabolism	62959	LC/MS Pos Early	100021123	2759	205.1547				
2822	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	Lipid	Sphingomyelins	62851	LC/MS Pos Late	100021000	2056	719.5698				
3208	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279	5046	407.2803	92805	547-75-1	C17649	HMDB00760
417	hypotaurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	590	LC/MS Polar	358	2763.4	108.0125	107812	300-84-5	C00519	HMDB00965
3801	hypoxanthine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	3127	LC/MS Neg	171	1291.2	135.0312	790	68-94-0	C00262	HMDB00157
4890	ibuprofen	Xenobiotics	"Drug - Analgesics, Anesthetics"	17799	LC/MS Neg	1487	4925	205.1234	3672	15687-27-1	D00126	HMDB01925
4895	ibuprofen acyl glucuronide	Xenobiotics	"Drug - Analgesics, Anesthetics"	38366	LC/MS Neg	100002406	4976	381.1555	163959	115075-59-7		
78	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263	2040	157.0608	793	14403-45-3	C05568	HMDB02320
76	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos Early	100003434	2263	141.0659	70630	1074-59-5		HMDB02271
5472	iminodiacetate (IDA)	Xenobiotics	Chemical	21025	LC/MS Pos Early	100000900	830	134.0448	8897	142-73-4	C19911	HMDB11753
281	indole-3-carboxylate	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185	1710	160.0404	69867	771-50-6	C19837	HMDB03320
273	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034	2200	174.0561	802	6505-45-9	C00954	HMDB00197
284	indoleacetoylcarnitine*	Amino Acid	Tryptophan Metabolism	62279	LC/MS Pos Early	100020479	3114	319.1652				
278	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	42087	LC/MS Pos Early	100001731	2185	304.1292	25200879			HMDB13240
272	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463	2286	204.0666	92904	832-97-3	C02043	HMDB00671
276	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Neg	100001083	2795	188.0717	3744	830-96-6		HMDB02302
4528	indolin-2-one	Xenobiotics	Food Component/Plant	43374	LC/MS Pos Early	100004318	2575	134.06	321710	59-48-3	C12312	
3800	inosine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1123	LC/MS Neg	361	1602.1	267.0735	6021	58-63-9	C00294	HMDB00195
3799	inosine 5'-monophosphate (IMP)	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	2133	LC/MS Pos Early	362	650	349.0544	8582	4691-65-0	C00130	HMDB00175
374	isobutyrylcarnitine (C4)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	33441	LC/MS Pos Early	100001055	2810	232.1543	168379	25518-49-4		HMDB00736
375	isobutyrylglycine (C4)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	35437	LC/MS Neg	100001590	1420	144.0666	10855600	15926-18-8		HMDB00730
4700	isoeugenol sulfate	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089	3893	243.0333				
340	isoleucine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1125	LC/MS Pos Early	376	2800	132.1019	6306	73-32-5	C00407	HMDB00172
778	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Neg	100003169	1992	187.1088	342532	868-28-0		HMDB28907
3193	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488	4809	391.2854	127601	78919-26-3	C17662	HMDB00686
310	isovalerate (C5)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	44656	LC/MS Neg	100000708	1564	101.0608	10430	503-74-2	C08262	HMDB00718
313	isovalerylcarnitine (C5)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	34407	LC/MS Pos Early	100001393	3085	246.17	6426851	31023-24-2		HMDB00688
312	isovalerylglycine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	35107	LC/MS Neg	100001452	1950	158.0823	546304	16284-60-9		HMDB00678
4079	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226	4190	591.3188	26818	14684-37-8	C05790	HMDB04157
250	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98	2224	188.0353	3845	492-27-3	C01717	HMDB00715
246	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265	2739	209.0921	161166	2922-83-0	C00328	HMDB00684
1112	lactate	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	527	LC/MS Neg	482	681.6	89.0244	612	79-33-4	C00186	HMDB00190
4807	lactobacillic acid	Xenobiotics	Bacterial/Fungal	63048	LC/MS Neg	100021065	5822	295.2643	10417	503-06-0		
1173	lactose	Carbohydrate	Disaccharides and Oligosaccharides	567	LC/MS Polar	393	3500	387.1144	84571	5965-66-2	C00243	HMDB00186
2808	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	Lactosylceramides (LCER)	57422	LC/MS Pos Late	100015623	3842	946.7189				
2809	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Lactosylceramides (LCER)	57370	LC/MS Pos Late	100015620	3778	972.7346				
2805	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Lactosylceramides (LCER)	53010	LC/MS Pos Late	100009030	2527	862.625		4201-62-1		
5035	lamivudine	Xenobiotics	Drug - Antiviral	63284	LC/MS Neg	100020918	2043	228.0448	60825	134678-17-4	D00353	HMDB14847
413	lanthionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	42002	LC/MS Pos Early	100003892	1730	209.0591	98504	8/2/83		
1360	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181	5300	199.1704	3893	143-07-7	C02679	HMDB00638
1668	laurylcarnitine (C12)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	34534	LC/MS Pos Late	100001392	1235	344.2795	10427569	25518-54-1		HMDB02250
295	leucine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	60	LC/MS Pos Early	397	2864	132.1019	6106	61-90-5		
4352	levulinate (4-oxovalerate)	Xenobiotics	Food Component/Plant	22177	LC/MS Neg	100000765	934.6	115.0401	11579	123-76-2		HMDB00720
4354	levulinoylcarnitine	Xenobiotics	Food Component/Plant	63359	LC/MS Pos Early	100021140	2520	260.1493				
2826	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingomyelins	57330	LC/MS Pos Late	100006298	3437	815.7001		60037-60-7		
1677	lignoceroylcarnitine (C24)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	57515	LC/MS Pos Late	100015834	1603	512.4673				
1417	linoleate (18:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279.233	5280450	60-33-3	C01595	HMDB00673
1419	linolenate (18:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277.2173	5280934		C06426	HMDB03073
1697	linolenoylcarnitine (C18:3)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	57511	LC/MS Pos Late	100015831	1310	422.3265				
1954	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726	6150	322.2752	5283446	68171-52-8		HMDB12252
2670	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	54955	LC/MS Pos Late	100010922	2590	658.5405				HMDB07257
2671	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	Diacylglycerol	54956	LC/MS Pos Late	100010923	2650	658.5405				HMDB07257
1696	linoleoylcarnitine (C18:2)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"	46223	LC/MS Pos Late	100003151	1430	424.3421	6450015	36816-10-1		HMDB06469
1743	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57463	LC/MS Pos Late	100015760	1388	366.3367				
2674	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	Lipid	Diacylglycerol	54949	LC/MS Pos Late	100010928	2450	682.5405				
2662	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	Lipid	Diacylglycerol	54963	LC/MS Pos Late	100010926	2426	632.5249				HMDB07249
2663	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	54964	LC/MS Pos Late	100010927	2478	632.5249				HMDB07250
2660	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	54968	LC/MS Pos Late	100010941	2720	634.5405				HMDB07248
2661	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	Lipid	Diacylglycerol	54969	LC/MS Pos Late	100010942	2790	634.5405				HMDB07248
3182	lithocholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	62526	LC/MS Neg	100020823	4811	227.12				
98	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407	2850	147.1128	5962	56-87-1	C00047	HMDB00182
1317	malate	Energy	TCA Cycle	1303	LC/MS Neg	409	615.6	133.0143	525	6915-15-7	C00149	HMDB00156
1518	maleate	Lipid	"Fatty Acid, Dicarboxylate"	20676	LC/MS Polar	100000707	2640	115.0037	444266	110-16-7	C01384	HMDB00176
1335	malonate	Lipid	Fatty Acid Synthesis	15872	LC/MS Polar	818	3447	103.0037	867	141-82-2;26522-22-85-0	C00383	HMDB00691
1334	malonylcarnitine	Lipid	Fatty Acid Synthesis	37059	LC/MS Pos Early	100001526	2086	248.1129	22833583	853728-01-5		HMDB02095
1168	maltose	Carbohydrate	Glycogen Metabolism	15586	LC/MS Polar	913	3329.4	387.1144	10991489	6363-53-7	C00208	HMDB00163
1220	mannitol/sorbitol	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	46142	LC/MS Polar	100001740	2320	181.0718	5780		C00794	HMDB00247
4547	mannonate*	Xenobiotics	Food Component/Plant	62864	LC/MS Polar	100003695	2736	195.051	3246006	642-99-9		
1221	mannose	Carbohydrate	"Fructose, Mannose and Galactose Metabolism"	48153	LC/MS Polar	803	2200	225.0616	18950	3458-28-4	C00159	HMDB00169
1367	margarate (17:0)	Lipid	Long Chain Saturated Fatty Acid	1121	LC/MS Neg	891	5731	269.2486	10465	506-12-7		HMDB02259
1673	margaroylcarnitine (C17)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	57512	LC/MS Pos Late	100004054	1424	414.3578		106182-29-0		HMDB06210
1429	mead acid (20:3n9)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	35174	LC/MS Neg	100001472	5650	305.2486	5312531	20590-32-3		HMDB10378
5647	metabolonic lactone sulfate	Partially Characterized Molecules	Partially Characterized Molecules	63153	LC/MS Neg	100021331	4802	427.216				
5156	metformin	Xenobiotics	Drug - Metabolic	38306	LC/MS Pos Early	100002405	2817	130.1087	4091	1115-70-4	C07151	HMDB01921
382	methionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	1302	LC/MS Pos Early	415	2526	150.0583	6137	63-68-3	C00073	HMDB00696
387	methionine sulfone	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	44878	LC/MS Pos Early	100004635	1250	182.0482	69961	820-10-0		
388	methionine sulfoxide	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	18374	LC/MS Pos Early	100000039	1272	166.0533	158980	3226-65-1	C02989	HMDB02005
4662	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	46144	LC/MS Neg	100005864	1070	193.0718				
4551	methyl indole-3-acetate	Xenobiotics	Food Component/Plant	1584	LC/MS Pos Early	1104	3380	190.0863	74706	1912-33-0		HMDB29738
4192	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116	2873	230.9969				
1621	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418	3078.4	117.0193	487	516-05-2	C02170	HMDB00202
5477	methylnaphthyl sulfate (1)*	Xenobiotics	Chemical	61872	LC/MS Neg	100020005	4117	237.0227				
5478	methylnaphthyl sulfate (2)*	Xenobiotics	Chemical	61873	LC/MS Neg	100020006	4163	237.0227				
359	methylsuccinate	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	15745	LC/MS Polar	2051	2800	131.035	10349	498-21-5		HMDB01844
5083	metoprolol	Xenobiotics	Drug - Cardiovascular	18037	LC/MS Pos Early	2028	3312	268.1907	4171	56392-17-7	D02358	HMDB01932
5084	metoprolol acid metabolite*	Xenobiotics	Drug - Cardiovascular	34109	LC/MS Pos Early	100001385	2950	268.1543	62936	56392-14-4		
5264	mirtazapine	Xenobiotics	Drug - Psychoactive	40437	LC/MS Pos Early	100003450	3353	266.1652	4205	61337-67-5	"C07570,D00563"	
